page,n_orden,localidad,total,varones,mujeres,suma_vm,delta,estado
v3_p01,359,Abbott,865,460,405,865,0,ok
v3_p01,396,Abramo,747,406,341,747,0,ok
v3_p01,299,Acevedo,1148,598,550,1148,0,ok
v3_p01,446,Achupallas,638,336,302,638,0,ok
v3_p01,659,Adela,336,209,127,336,0,ok
v3_p01,89,Adolfo Alsina,6183,3035,3148,6183,0,ok
v3_p01,491,Adolfo Van Praet,558,280,278,558,0,ok
v3_p01,737,Agote,260,130,130,260,0,ok
v3_p01,313,Agustina,1079,618,461,1079,0,ok
v3_p01,264,Agustín Roca,1361,729,632,1361,0,ok
v3_p01,577,Agustoni,418,246,172,418,0,ok
v3_p01,702,Alagón,289,180,109,289,0,ok
v3_p01,807,Albariño,202,127,75,202,0,ok
v3_p01,99,Alberti,5322,2586,2736,5322,0,ok
v3_p01,459,Aldea Romana,616,354,262,616,0,ok
v3_p01,825,Alegre,188,112,76,188,0,ok
v3_p01,808,Alférez de San Martín,202,120,82,202,0,ok
v3_p01,271,Algarrobo,1317,726,591,1317,0,ok
v3_p01,775,Algarrobo del Águila,228,122,106,228,0,ok
v3_p01,14,Almirante Brown,136924,68451,68473,136924,0,ok
v3_p01,176,Alpachiri,2414,1337,1077,2414,0,ok
v3_p01,260,Alsina,1375,777,598,1375,0,ok
v3_p01,285,Alta Italia,1227,646,581,1227,0,ok
v3_p01,757,Altamira,245,125,120,245,0,ok
v3_p01,675,Altamirano,320,180,140,320,0,ok
v3_p01,818,Alta Vista,192,119,73,192,0,ok
v3_p01,879,Altona,137,76,61,137,0,ok
v3_p01,318,Alvarez de Toledo,1040,562,478,1040,0,ok
v3_p01,516,Alvarez Jonte,519,279,240,519,0,ok
v3_p01,897,Amalia,120,71,49,120,0,ok
v3_p01,116,Ameghino,4154,2167,1987,4154,0,ok
v3_p01,814,Anasagasti,198,118,80,198,0,ok
v3_p01,622,Andant,370,211,159,370,0,ok
v3_p01,764,Anderson,235,130,105,235,0,ok
v3_p01,221,Anguil,1665,920,745,1665,0,ok
v3_p01,443,Antonio Carboni,644,359,285,644,0,ok
v3_p01,754,Anzoategui,247,163,84,247,0,ok
v3_p01,394,Aparicio,755,458,297,755,0,ok
v3_p01,750,Arano,248,143,105,248,0,ok
v3_p01,269,Arata,1336,735,601,1336,0,ok
v3_p01,574,Araujo,422,240,182,422,0,ok
v3_p02,385,Arboledas,781,426,355,781,0,ok
v3_p02,230,Arenaza,1592,831,761,1592,0,ok
v3_p02,726,Argerich,267,153,114,267,0,ok
v3_p02,609,Ariel,379,211,168,379,0,ok
v3_p02,57,Arrecifes,10397,5234,5163,10397,0,ok
v3_p02,162,Arribeños,2782,1448,1334,2782,0,ok
v3_p02,338,Arroyo Corto,956,455,501,956,0,ok
v3_p02,634,Arroyo de la Cruz,361,203,158,361,0,ok
v3_p02,586,Arroyo del Medio,403,232,171,403,0,ok
v3_p02,699,Arroyo de los Huesos,297,187,110,297,0,ok
v3_p02,871,Arroyo Dulce,147,96,51,147,0,ok
v3_p02,236,Arroyo Dulce,1514,793,721,1514,0,ok
v3_p02,447,Arroyo Venado,634,352,282,634,0,ok
v3_p02,623,Asamblea,369,224,145,369,0,ok
v3_p02,168,Ascensión,2638,1381,1257,2638,0,ok
v3_p02,703,Asturias,287,172,115,287,0,ok
v3_p02,539,Atalaya,484,249,235,484,0,ok
v3_p02,427,Ataliva Roca,678,373,305,678,0,ok
v3_p02,909,Atilio Pesagno,100,60,40,100,0,ok
v3_p02,838,Atreucó,175,119,56,175,0,ok
v3_p02,868,Atucha,152,102,50,152,0,ok
v3_p02,5,Avellaneda,326531,163759,162772,326531,0,ok
v3_p02,651,Avestrus,343,199,144,343,0,ok
v3_p02,61,Ayacucho,10004,4660,5344,10004,0,ok
v3_p02,552,Azcuénaga,463,252,211,463,0,ok
v3_p02,473,Azopardo,578,326,252,578,0,ok
v3_p02,397,Azucena,743,429,314,743,0,ok
v3_p02,31,Azul,33535,16542,16993,33535,0,ok
v3_p02,706,Bacacay,286,171,115,286,0,ok
v3_p02,15,Bahía Blanca,120580,58804,61776,120580,0,ok
v3_p02,694,Bahía San Blas,302,212,90,302,0,ok
v3_p02,187,Baigorrita,2046,1111,935,2046,0,ok
v3_p02,497,Bajo Hondo,552,311,241,552,0,ok
v3_p02,877,Balsa,139,83,56,139,0,ok
v3_p02,554,Balneario Claromecó,459,259,200,459,0,ok
v3_p02,828,Balneario Mar de Ajó Norte,187,103,84,187,0,ok
v3_p02,41,Balcarce,20540,10330,10210,20540,0,ok
v3_p02,296,Banderaló,1161,608,553,1161,0,ok
v3_p02,72,Baradero,8253,3986,4267,8253,0,ok
v3_p02,550,Barker,464,263,201,464,0,ok
v3_p02,245,Bartolomé Bavio,1452,785,667,1452,0,ok
v3_p03,761,Barrow,236,146,90,236,0,ok
v3_p03,569,Bathurst,428,270,158,428,0,ok
v3_p03,857,Baudrix,159,99,60,159,0,ok
v3_p03,238,Bayauca,1502,812,690,1502,0,ok
v3_p03,55,Belén de Escobar,11480,5923,5557,11480,0,ok
v3_p03,443,Bellocq,662,348,314,662,0,ok
v3_p03,780,Benítez,226,113,113,226,0,ok
v3_p03,846,Berrahondo,166,108,58,166,0,ok
v3_p03,366,Berdier,848,487,361,848,0,ok
v3_p03,27,Berisso,40983,20918,20065,40983,0,ok
v3_p03,538,Bermúdez,485,265,220,485,0,ok
v3_p03,242,Bernardo Larroudé,1472,805,667,1472,0,ok
v3_p03,174,Bernasconi,2453,1289,1164,2453,0,ok
v3_p03,263,Berutti,1364,691,673,1364,0,ok
v3_p03,347,Blaquier,920,505,415,920,0,ok
v3_p03,549,Blanca Grande,465,230,235,465,0,ok
v3_p03,842,Blandengues,170,106,64,170,0,ok
v3_p03,893,Blas Durañona,124,67,57,124,0,ok
v3_p03,635,Bocayuva,360,215,145,360,0,ok
v3_p03,855,Boeuf,161,90,71,161,0,ok
v3_p03,49,Bolívar,15750,7464,8286,15750,0,ok
v3_p03,827,Bonifacio,187,89,98,187,0,ok
v3_p03,254,Bordenave,1414,750,664,1414,0,ok
v3_p03,795,Bordeu,211,127,84,211,0,ok
v3_p03,521,Bosch,511,360,151,511,0,ok
v3_p03,40,Bragado,20689,10035,10654,20689,0,ok
v3_p03,172,Cabildo,2470,1307,1163,2470,0,ok
v3_p03,145,Cacharí,3135,1557,1578,3135,0,ok
v3_p03,648,Cachirulo,345,209,136,345,0,ok
v3_p03,409,Cadret,710,420,290,710,0,ok
v3_p03,909,Calderón,105,66,33,99,6,flag
v3_p03,689,Calderón,306,211,95,306,0,ok
v3_p03,199,Caleufú,1927,1016,911,1927,0,ok
v3_p03,536,Calfucurá,488,306,182,488,0,ok
v3_p03,625,Calvo,368,222,146,368,0,ok
v3_p03,845,Cambaceres,167,93,74,167,0,ok
v3_p03,339,Camet,956,570,386,956,0,ok
v3_p03,38,Campana,24781,12619,12162,24781,0,ok
v3_p03,546,Campo Sallee,474,269,205,474,0,ok
v3_p03,479,Cangallo,573,350,223,573,0,ok
v3_p03,697,Canónigo Gorriti,299,189,110,299,0,ok
v3_p04,304,Cañada Seca,1129,633,496,1129,0,ok
v3_p04,70,Cañuelas,8842,4363,4479,8842,0,ok
v3_p04,121,Capilla del Señor,3928,1891,2037,3928,0,ok
v3_p04,721,Capitán Castro,272,154,118,272,0,ok
v3_p04,83,Capitán Sarmiento,7051,3670,3381,7051,0,ok
v3_p04,282,Carabelas,1239,684,555,1239,0,ok
v3_p04,492,Cardenal Cagliero,558,359,199,558,0,ok
v3_p04,335,Carlos Beguerie,969,505,464,969,0,ok
v3_p04,67,Carlos Casares,9218,4545,4673,9218,0,ok
v3_p04,330,Carlos Keen,998,557,441,998,0,ok
v3_p04,272,Carlos N. Naón,1310,711,599,1310,0,ok
v3_p04,173,Carlos Pellegrini,2470,1234,1236,2470,0,ok
v3_p04,403,Carlos Salas,726,377,349,726,0,ok
v3_p04,129,Carlos Tejedor,3540,1788,1752,3540,0,ok
v3_p04,94,Carmen de Areco,5772,2836,2936,5772,0,ok
v3_p04,78,Carmen de Patagones,7478,3556,3922,7478,0,ok
v3_p04,386,Carro Quemado,780,473,307,780,0,ok
v3_p04,746,Casalins,252,152,100,252,0,ok
v3_p04,179,Casbas,2397,1256,1141,2397,0,ok
v3_p04,449,Cascada,629,368,261,629,0,ok
v3_p04,778,Casey,227,130,97,227,0,ok
v3_p04,146,Castelli,3123,1529,1594,3123,0,ok
v3_p04,306,Castilla,1122,602,520,1122,0,ok
v3_p04,195,Catriló,1951,1012,939,1951,0,ok
v3_p04,329,Cazón,999,515,484,999,0,ok
v3_p04,591,Ceballos,398,227,171,398,0,ok
v3_p04,819,Centenario,192,115,77,192,0,ok
v3_p04,853,Centro Guerrero,162,83,79,162,0,ok
v3_p04,751,Cereales,248,161,87,248,0,ok
v3_p04,629,Cerrito,365,217,148,365,0,ok
v3_p04,683,Cerro de los Leones,309,190,119,309,0,ok
v3_p04,684,Cerro Sotuyo,308,166,142,308,0,ok
v3_p04,274,Claraz,1299,703,596,1299,0,ok
v3_p04,565,Claudio Molina,439,292,147,439,0,ok
v3_p04,833,Cobo,181,118,63,181,0,ok
v3_p04,748,Coliqueo,250,139,111,250,0,ok
v3_p04,60,Colón,10209,5175,5034,10209,0,ok
v3_p04,185,Colonia Barón,2094,1095,999,2094,0,ok
v3_p04,504,Colonia Hogar Ricardo Gutiérrez,541,381,160,541,0,ok
v3_p04,905,Colonia La Merced,105,63,42,105,0,ok
v3_p05,810,Colonia Lapin,200,118,82,200,0,ok
v3_p05,779,Colonia Mauricio,227,123,104,227,0,ok
v3_p05,887,Colonia Philippson,129,63,66,129,0,ok
v3_p05,704,Colonia San José,287,150,137,287,0,ok
v3_p05,435,Colonia San Miguel,662,368,294,662,0,ok
v3_p05,258,Colonia San Miguel Arcángel,1379,689,690,1379,0,ok
v3_p05,515,Colonia Santa María,521,277,244,521,0,ok
v3_p05,319,Colonia Seré,1034,545,489,1034,0,ok
v3_p05,410,Colonia 25 de Mayo,709,404,305,709,0,ok
v3_p05,712,Colonia Velaz,280,148,132,280,0,ok
v3_p05,541,Comandante Giribone,483,283,200,483,0,ok
v3_p05,117,Cte. Nicanor Otamendi,4046,2200,1846,4046,0,ok
v3_p05,219,Comodoro Py,1677,903,774,1677,0,ok
v3_p05,840,Condarco,173,114,59,173,0,ok
v3_p05,191,Conesa,2010,1039,971,2010,0,ok
v3_p05,114,Conhello,4248,2198,2050,4248,0,ok
v3_p05,232,Copetonas,1575,787,788,1575,0,ok
v3_p05,856,Corazzi,160,99,61,160,0,ok
v3_p05,783,Corbett,222,151,71,222,0,ok
v3_p05,872,Coronel Boerr,147,88,59,147,0,ok
v3_p05,109,Coronel Brandsen,4775,2381,2394,4775,0,ok
v3_p05,68,Coronel Dorrego,9154,4496,4658,9154,0,ok
v3_p05,803,Coronel Falcón,208,128,80,208,0,ok
v3_p05,312,Coronel Granada,1080,580,500,1080,0,ok
v3_p05,457,Coronel Hilario Lagos,623,345,278,623,0,ok
v3_p05,615,Coronel Isleño,372,210,162,372,0,ok
v3_p05,288,Coronel Mom,1201,615,586,1201,0,ok
v3_p05,52,Coronel Pringles,14180,6694,7486,14180,0,ok
v3_p05,765,Coronel Rodolfo Bunge,235,147,88,235,0,ok
v3_p05,899,Coronel Seguí,117,62,55,117,0,ok
v3_p05,69,Coronel Suárez,8878,4179,4699,8878,0,ok
v3_p05,124,Coronel Vidal,3660,1764,1896,3660,0,ok
v3_p05,323,Cortines,1012,591,421,1012,0,ok
v3_p05,839,Cotita,174,102,72,174,0,ok
v3_p05,520,Covello,513,297,216,513,0,ok
v3_p05,421,Cristiano Muerto,691,416,275,691,0,ok
v3_p05,503,Crotto,542,307,235,542,0,ok
v3_p05,679,Cuatro de Noviembre,316,182,134,316,0,ok
v3_p05,646,Cuculú,346,193,153,346,0,ok
v3_p05,469,Cucha-Cucha,583,295,288,583,0,ok
v3_p06,624,Cuchillo-Co,369,248,121,369,0,ok
v3_p06,406,Curarú,717,414,303,717,0,ok
v3_p06,353,Curumalán,896,494,402,896,0,ok
v3_p06,39,Chacabuco,22544,11097,11447,22544,0,ok
v3_p06,448,Chacharramendi,632,391,241,632,0,ok
v3_p06,776,Chamaicó,228,144,84,228,0,ok
v3_p06,865,Chancay,154,93,61,154,0,ok
v3_p06,181,Chapadmalal,2243,1406,837,2243,0,ok
v3_p06,729,Chapaleofú,265,153,112,265,0,ok
v3_p06,494,Charlone,554,303,251,554,0,ok
v3_p06,56,Chascomús,10521,4959,5562,10521,0,ok
v3_p06,616,Chasicó,372,216,156,372,0,ok
v3_p06,860,Chenaut,157,86,71,157,0,ok
v3_p06,534,Chiclana,492,281,211,492,0,ok
v3_p06,356,Chillar,869,464,405,869,0,ok
v3_p06,32,Chivilcoy,32660,15622,17038,32660,0,ok
v3_p06,849,Choique,165,98,67,165,0,ok
v3_p06,95,Daireaux,5769,2812,2957,5769,0,ok
v3_p06,465,Damián Maisonave,598,332,266,598,0,ok
v3_p06,108,Darragueira,4981,2475,2506,4981,0,ok
v3_p06,471,De Bary,582,328,254,582,0,ok
v3_p06,402,Defferrari,727,426,301,727,0,ok
v3_p06,493,De la Canal,557,352,205,557,0,ok
v3_p06,210,De la Garma,1837,995,842,1837,0,ok
v3_p06,216,Del Carril,1717,876,841,1717,0,ok
v3_p06,828,Delgado,185,100,85,185,0,ok
v3_p06,594,Delfín Huergo,396,230,166,396,0,ok
v3_p06,314,Del Valle,1069,636,433,1069,0,ok
v3_p06,387,Del Viso,778,413,365,778,0,ok
v3_p06,564,Denhny,441,240,201,441,0,ok
v3_p06,640,Dieciseis de Julio,354,197,157,354,0,ok
v3_p06,745,Diego Gaynor,254,153,101,254,0,ok
v3_p06,243,Doblas,1462,785,677,1462,0,ok
v3_p06,439,Doce de Octubre,654,340,314,654,0,ok
v3_p06,858,Dr. Domingo Harósteguy,159,90,69,159,0,ok
v3_p06,48,Dolores,16003,7576,8427,16003,0,ok
v3_p06,297,Domselaar,1155,636,519,1155,0,ok
v3_p06,903,Don Cipriano,108,62,46,108,0,ok
v3_p06,767,D'Orbigny,234,155,79,234,0,ok
v3_p06,670,Dorila,324,186,138,324,0,ok
v3_p06,844,Dos Hermanos,168,114,54,168,0,ok
v3_p07,824,Drabble,190,123,67,190,0,ok
v3_p07,786,Drysdale,219,125,94,219,0,ok
v3_p07,869,Ducos,152,89,63,152,0,ok
v3_p07,171,Dudignac,2524,1322,1202,2524,0,ok
v3_p07,417,Dufaur,697,390,307,697,0,ok
v3_p07,315,Duggan,1052,602,450,1052,0,ok
v3_p07,762,Duhau,236,154,82,236,0,ok
v3_p07,769,Durañona,232,144,88,232,0,ok
v3_p07,431,Durcudoy,670,391,279,670,0,ok
v3_p07,866,Dussaud,153,83,70,153,0,ok
v3_p07,301,Eduardo Castex,1140,631,509,1140,0,ok
v3_p07,852,Eduardo Costa,163,112,51,163,0,ok
v3_p07,477,Egaña,576,315,261,576,0,ok
v3_p07,698,El Arbolito,298,148,150,298,0,ok
v3_p07,867,El Día,153,98,55,153,0,ok
v3_p07,509,El Divisorio,534,321,213,534,0,ok
v3_p07,322,El Dorado,1019,566,453,1019,0,ok
v3_p07,639,El Jabalí,355,209,146,355,0,ok
v3_p07,682,El Lenguaraz,311,172,139,311,0,ok
v3_p07,685,El Moro,307,172,135,307,0,ok
v3_p07,533,Elordi,494,270,224,494,0,ok
v3_p07,229,El Paraíso,1596,893,703,1596,0,ok
v3_p07,719,El Pensamiento,274,149,125,274,0,ok
v3_p07,208,El Socorro,1857,1019,838,1857,0,ok
v3_p07,686,El Tejar,307,177,130,307,0,ok
v3_p07,863,El Trigo,155,93,62,155,0,ok
v3_p07,267,El Triunfo,1346,698,648,1346,0,ok
v3_p07,470,Elvira,583,321,262,583,0,ok
v3_p07,784,El Zorro,221,132,89,221,0,ok
v3_p07,356,Embajador Martini,814,447,367,814,0,ok
v3_p07,481,Emiliano Reynoso,572,314,258,572,0,ok
v3_p07,345,Emilio Ayarza,924,538,386,924,0,ok
v3_p07,718,Emilio Lamarca,275,161,114,275,0,ok
v3_p07,817,Emilio Mitre,193,114,79,193,0,ok
v3_p07,224,Emilio V. Bunge,1628,855,773,1628,0,ok
v3_p07,611,Emma,376,222,154,376,0,ok
v3_p07,102,Empalme Lobos,5170,2621,2549,5170,0,ok
v3_p07,86,Empalme San Vicente,6459,3256,3203,6459,0,ok
v3_p07,900,Encina,116,71,45,116,0,ok
v3_p07,652,Energía,343,226,117,343,0,ok
v3_p07,606,Enrique Fynn,382,230,152,382,0,ok
v3_p08,558,Enrique Lavalle,457,271,186,457,0,ok
v3_p08,25,Ensenada,26086,13288,12798,26086,0,ok
v3_p08,768,Erezcano,234,130,104,234,0,ok
v3_p08,661,Erize,334,188,146,334,0,ok
v3_p08,407,Ernestina,715,376,339,715,0,ok
v3_p08,653,Escalada,343,211,132,343,0,ok
v3_p08,570,Espartillar,426,246,180,426,0,ok
v3_p08,495,Espartillar,554,282,272,554,0,ok
v3_p08,328,Espigas,1000,508,492,1000,0,ok
v3_p08,735,Espora,262,155,107,262,0,ok
v3_p08,649,Estación Arenales,345,190,155,345,0,ok
v3_p08,475,Esteban Agustín Gascón,577,324,253,577,0,ok
v3_p08,592,Esteban de Luca,398,227,171,398,0,ok
v3_p08,19,Esteban Echeverría,69730,35670,34060,69730,0,ok
v3_p08,687,Estela,307,181,126,307,0,ok
v3_p08,663,Esther,330,186,144,330,0,ok
v3_p08,722,Estomba,270,170,100,270,0,ok
v3_p08,680,Estrugamou,312,172,140,312,0,ok
v3_p08,641,Etchegoyen,353,220,133,353,0,ok
v3_p08,874,Eufemio Uballes,146,79,67,146,0,ok
v3_p08,710,Fair,282,174,108,282,0,ok
v3_p08,713,Falucho,280,155,125,280,0,ok
v3_p08,632,Faro,362,207,155,362,0,ok
v3_p08,902,Fatraló,110,74,36,110,0,ok
v3_p08,559,Fauzón,457,269,188,457,0,ok
v3_p08,279,Felipe Solá,1270,707,563,1270,0,ok
v3_p08,295,Ferré,1164,603,561,1164,0,ok
v3_p08,25,Florencio Varela,41707,21587,20120,41707,0,ok
v3_p08,813,Fontezuela,199,104,95,199,0,ok
v3_p08,666,Fortín Acha,326,183,143,326,0,ok
v3_p08,278,Fortín Olavarría,1275,673,602,1275,0,ok
v3_p08,372,Fortín Tiburcio,833,433,400,833,0,ok
v3_p08,414,Fournier,704,360,344,704,0,ok
v3_p08,607,Francisco A. Berra,380,205,175,380,0,ok
v3_p08,531,Francisco Ayerza,495,289,206,495,0,ok
v3_p08,835,Francisco de Victoria,178,107,71,178,0,ok
v3_p08,204,Francisco Madero,1871,957,916,1873,-2,flag
v3_p08,908,Francisco Magnano,102,62,40,102,0,ok
v3_p08,589,Francisco Murature,401,215,186,401,0,ok
v3_p08,252,French,1424,739,685,1424,0,ok
v3_p08,696,Fuerte Argentino,301,189,112,301,0,ok
v3_p09,603,Fulton,385,227,158,385,0,ok
v3_p09,341,Gahan,943,514,429,943,0,ok
v3_p09,384,Gándara,782,452,330,782,0,ok
v3_p09,830,García del Río,182,118,64,182,0,ok
v3_p09,420,Gardey,694,397,297,694,0,ok
v3_p09,87,Garín,6341,3317,3024,6341,0,ok
v3_p09,391,Garré,763,429,334,763,0,ok
v3_p09,97,General Acha,5627,2644,2983,5627,0,ok
v3_p09,73,Gral. Alvarado (Miramar),7782,3918,3864,7782,0,ok
v3_p09,106,General Alvear,5017,2431,2586,5017,0,ok
v3_p09,166,General Arenales,2658,1355,1303,2658,0,ok
v3_p09,458,General Arias,618,327,291,618,0,ok
v3_p09,84,General Belgrano,6994,3346,3648,6994,0,ok
v3_p09,517,General Conesa,519,273,246,519,0,ok
v3_p09,137,General Daniel Cerri,3298,1668,1630,3298,0,ok
v3_p09,293,General Guido,1174,611,563,1174,0,ok
v3_p09,542,General Hornos,483,279,204,483,0,ok
v3_p09,80,Gral. Juan Madariaga,7196,3379,3817,7196,0,ok
v3_p09,103,General Lamadrid,5161,2491,2670,5161,0,ok
v3_p09,120,General Las Heras,4020,1974,2046,4020,0,ok
v3_p09,280,General Lavalle,1257,619,638,1257,0,ok
v3_p09,336,General Manuel J. Campos,962,521,441,962,0,ok
v3_p09,186,General O'Brien,2065,1046,1019,2065,0,ok
v3_p09,182,General Paz,2217,1080,1137,2217,0,ok
v3_p09,42,General Pico,18133,9137,8996,18133,0,ok
v3_p09,132,General Pinto,3431,1669,1762,3431,0,ok
v3_p09,155,General Pirán,2967,1552,1415,2967,0,ok
v3_p09,63,General Rodríguez,9771,4836,4935,9771,0,ok
v3_p09,188,General Rojo,2042,1110,932,2042,0,ok
v3_p09,633,General Rondeau,362,207,155,362,0,ok
v3_p09,7,General San Martín,278751,139521,139230,278751,0,ok
v3_p09,139,General San Martín,3228,1672,1556,3228,0,ok
v3_p09,13,General Sarmiento,167160,88399,78761,167160,0,ok
v3_p09,81,General Viamonte,7174,3405,3769,7174,0,ok
v3_p09,82,General Villegas,7120,3499,3621,7120,0,ok
v3_p09,231,Germania,1577,851,726,1577,0,ok
v3_p09,576,Gil,419,257,162,419,0,ok
v3_p09,681,Girodías,312,172,140,312,0,ok
v3_p09,530,Girondo,497,301,196,497,0,ok
v3_p09,800,Gobernador Andonaegui,209,112,97,209,0,ok
v3_p09,708,Gobernador Arias,283,175,108,283,0,ok
v3_p10,752,Gobernador Ayala,248,123,125,248,0,ok
v3_p10,308,Gobernador Castro,1111,613,498,1111,0,ok
v3_p10,880,Gobernador Obligado,137,74,63,137,0,ok
v3_p10,486,Gobernador Udaondo,567,322,245,567,0,ok
v3_p10,291,Gobernador Ugarte,1182,640,542,1182,0,ok
v3_p10,425,Goldney,683,364,319,683,0,ok
v3_p10,637,Gómez,357,180,177,357,0,ok
v3_p10,885,Gómez de la Vega,131,75,56,131,0,ok
v3_p10,756,Gondra,246,136,110,246,0,ok
v3_p10,93,González Chaves,5774,2818,2956,5774,0,ok
v3_p10,275,González Moreno,1298,709,589,1298,0,ok
v3_p10,886,González Risos,130,73,57,130,0,ok
v3_p10,348,Gorchs,915,499,416,915,0,ok
v3_p10,388,Gorostiaga,772,416,356,772,0,ok
v3_p10,510,Gouin,531,306,225,531,0,ok
v3_p10,340,Gowland,944,643,301,944,0,ok
v3_p10,344,Goyena,930,459,471,930,0,ok
v3_p10,861,Graciarena,157,96,61,157,0,ok
v3_p10,876,Gregorio Villafañe,142,79,63,142,0,ok
v3_p10,326,Grumbein,1003,546,457,1003,0,ok
v3_p10,194,Guaminí,1959,989,970,1959,0,ok
v3_p10,400,Guanaco,738,433,305,738,0,ok
v3_p10,165,Guatraché,2674,1355,1319,2674,0,ok
v3_p10,79,Guernica,7423,3769,3654,7423,0,ok
v3_p10,331,Guerrico,990,522,468,990,0,ok
v3_p10,724,Guido Spano,269,146,123,269,0,ok
v3_p10,678,Gunther,317,164,153,317,0,ok
v3_p10,375,Hale,819,453,366,819,0,ok
v3_p10,111,Henderson,4620,2302,2318,4620,0,ok
v3_p10,529,Henry Bell,498,264,234,498,0,ok
v3_p10,613,Hereford,374,238,136,374,0,ok
v3_p10,585,Herrera Vegas,404,233,171,404,0,ok
v3_p10,247,Hilario Ascasubi,1431,810,621,1431,0,ok
v3_p10,156,Hinojo,2910,1456,1454,2910,0,ok
v3_p10,461,Hortensia,612,330,282,612,0,ok
v3_p10,119,Huanguelén,4022,2042,1980,4022,0,ok
v3_p10,655,Hucal,341,198,143,341,0,ok
v3_p10,850,Huelén,164,89,75,164,0,ok
v3_p10,595,Huetel,393,236,157,393,0,ok
v3_p10,578,Hunter,416,239,177,416,0,ok
v3_p10,851,Húsares,164,90,74,164,0,ok
v3_p11,875,Ibáñez,143,84,59,143,0,ok
v3_p11,811,Igarzábal,200,113,87,200,0,ok
v3_p11,568,Indacochea,431,245,186,431,0,ok
v3_p11,196,Indio Rico,1951,1045,906,1951,0,ok
v3_p11,259,Inés Indart,1378,753,625,1378,0,ok
v3_p11,401,Ingeniero Balbín,728,400,328,728,0,ok
v3_p11,714,Ingeniero Foster,280,163,117,280,0,ok
v3_p11,190,Ingeniero Luiggi,2016,1000,1016,2016,0,ok
v3_p11,118,Ingeniero Maschwitz,4029,2019,2010,4029,0,ok
v3_p11,547,Ingeniero Moneta,474,272,202,474,0,ok
v3_p11,650,Ingeniero Silveyra,344,224,120,344,0,ok
v3_p11,422,Ingeniero Thompson,688,380,308,688,0,ok
v3_p11,91,Ingeniero White,6089,3141,2948,6089,0,ok
v3_p11,582,Ingeniero Williams,408,237,171,408,0,ok
v3_p11,626,Inocencio Sosa,368,226,142,368,0,ok
v3_p11,133,Intendente Alvear,3385,1739,1646,3385,0,ok
v3_p11,690,Iraizoz,305,206,99,305,0,ok
v3_p11,307,Irala,1112,631,451,1082,30,flag
v3_p11,412,Iraola,707,435,272,707,0,ok
v3_p11,454,Irene,627,365,262,627,0,ok
v3_p11,466,Ireneo Portela,592,323,269,592,0,ok
v3_p11,405,Iriarte,719,383,336,719,0,ok
v3_p11,217,Isla Martín García,1712,1550,162,1712,0,ok
v3_p11,472,Islas,581,338,243,581,0,ok
v3_p11,725,Ivanowsky,268,155,113,268,0,ok
v3_p11,184,Jacinto Aráuz,2126,1139,987,2126,0,ok
v3_p11,147,Jáuregui,3113,1617,1496,3113,0,ok
v3_p11,273,Jeppener,1302,692,610,1302,0,ok
v3_p11,193,José A. Guisasola,1967,1011,956,1967,0,ok
v3_p11,415,José B. Casas,704,383,321,704,0,ok
v3_p11,614,José Ferrari,373,224,149,373,0,ok
v3_p11,113,José M. Blanco,4251,2115,2136,4251,0,ok
v3_p11,642,José M. Micheo,352,199,153,352,0,ok
v3_p11,617,José Santos Arévalo,372,212,160,372,0,ok
v3_p11,444,Juan A. de la Peña,644,347,297,644,0,ok
v3_p11,244,Juan A. Pradere,1453,768,685,1453,0,ok
v3_p11,158,Juan B. Alberdi,2873,1482,1391,2873,0,ok
v3_p11,500,Juan Blaquier,547,314,233,547,0,ok
v3_p11,604,Juancho,384,246,138,384,0,ok
v3_p11,404,Juan E. Barra,720,386,334,720,0,ok
v3_p11,332,Juan F. Ibarra,985,557,428,985,0,ok
v3_p12,418,Juan J. Almeyra,696,374,322,696,0,ok
v3_p12,136,Juan N. Fernández,3326,1723,1603,3326,0,ok
v3_p12,64,Juárez,9535,4611,4924,9535,0,ok
v3_p12,588,Julio Arditi,402,220,182,402,0,ok
v3_p12,21,Junín,53489,25800,27689,53489,0,ok
v3_p12,907,Kenny,103,67,36,103,0,ok
v3_p12,820,Kilómetro 125,192,106,86,192,0,ok
v3_p12,532,Kilómetro 158,495,257,238,495,0,ok
v3_p12,815,Krabbe,197,122,75,197,0,ok
v3_p12,438,La Angelita,657,372,285,657,0,ok
v3_p12,281,Labardén,1246,639,607,1246,0,ok
v3_p12,294,La Barrancosa,1174,641,533,1174,0,ok
v3_p12,555,La Beba,459,292,167,459,0,ok
v3_p12,627,La Carreta,366,182,184,366,0,ok
v3_p12,499,La Colina,550,286,264,550,0,ok
v3_p12,822,La Constancia,191,100,91,191,0,ok
v3_p12,898,La Choza,119,66,53,119,0,ok
v3_p12,572,La Delfina,425,241,184,425,0,ok
v3_p12,672,La Dorita,322,183,139,322,0,ok
v3_p12,222,La Dulce,1662,877,785,1662,0,ok
v3_p12,125,La Emilia,3632,1817,1815,3632,0,ok
v3_p12,654,La Gloria,343,221,122,343,0,ok
v3_p12,426,Lago Epecuén,682,412,270,682,0,ok
v3_p12,309,Laguna Alsina,1103,562,541,1103,0,ok
v3_p12,430,La Invencible,672,381,291,672,0,ok
v3_p12,781,La Japonesa,225,124,101,225,0,ok
v3_p12,482,La Larga,570,327,243,570,0,ok
v3_p12,445,La Limpia,640,346,294,640,0,ok
