page,n_orden,localidad,total,varones,mujeres,suma_vm,delta,estado
v6_p06,99,San Ramón,1082,558,524,1082,0,ok
v6_p06,225,Santa Catalina,293,149,144,293,0,ok
v6_p06,32,Santa Sylvina,2858,1443,1415,2858,0,ok
v6_p06,2,Santiago del Estero,80395,36969,43426,80395,0,ok
v6_p06,194,Santo Domingo,410,197,213,410,0,ok
v6_p06,281,Santo Domingo,114,60,54,114,0,ok
v6_p06,269,San Vicente,172,81,91,172,0,ok
v6_p06,261,San Vicente,190,94,96,190,0,ok
v6_p06,101,Selva,1070,541,529,1070,0,ok
v6_p06,63,Siete Palmas,1621,883,738,1621,0,ok
v6_p06,191,Simbol,423,234,189,423,0,ok
v6_p06,140,Simbolar,525,337,288,625,-100,flag
v6_p06,95,Sol de Julio,1219,582,637,1219,0,ok
v6_p06,202,Sumamao,305,157,228,385,-80,flag
v6_p06,37,Sumampa,2401,1175,1226,2401,0,ok
v6_p06,33,Suncho Corral,2693,1240,1453,2693,0,ok
v6_p07,178,Taboada,459,244,215,459,0,ok
v6_p07,107,Tacañitas,914,439,475,914,0,ok
v6_p07,155,Taco Pozo,561,290,271,561,0,ok
v6_p07,234,Taco Pozo,270,135,135,270,0,ok
v6_p07,203,Tapso,381,193,188,381,0,ok
v6_p07,250,Teniente Brown,219,116,103,219,0,ok
v6_p07,70,Tintina,1500,689,811,1500,0,ok
v6_p07,256,Tipiro,203,91,112,203,0,ok
v6_p07,279,Tobas,139,74,65,139,0,ok
v6_p07,224,Tomás Young,294,150,144,294,0,ok
v6_p07,21,Tres Isletas,4318,2129,2189,4318,0,ok
v6_p07,274,Tres Pozos,163,78,85,163,0,ok
v6_p07,193,Urutaú,411,217,194,411,0,ok
v6_p07,182,Velaz,440,234,206,440,0,ok
v6_p07,265,Venados Grandes,184,103,81,184,0,ok
v6_p07,180,Vicentini,447,213,234,447,0,ok
v6_p07,72,Vilelas,1495,830,665,1495,0,ok
v6_p07,6,Villa Angela,18518,9053,9465,18518,0,ok
v6_p07,98,Villa Atamisqui,1122,469,653,1122,0,ok
v6_p07,25,Villa Berthet,4070,1994,2076,4070,0,ok
v6_p07,196,Villa Brana,403,204,199,403,0,ok
v6_p07,122,Villa Escobar Navegación Río Bermejo,775,376,399,775,0,ok
v6_p07,232,Villa Figueroa,273,129,144,273,0,ok
v6_p07,266,Villa Guasayán,178,81,97,178,0,ok
v6_p07,173,Villa Jiménez,478,214,264,478,0,ok
v6_p07,165,Villa La Punta,515,258,257,515,0,ok
v6_p07,254,Villa Matoque,206,119,87,206,0,ok
v6_p07,231,Villa Nueva,275,139,136,275,0,ok
v6_p07,69,Villa Ojo de Agua,1505,693,812,1505,0,ok
v6_p07,145,Villa Robles,616,307,309,616,0,ok
v6_p07,106,Villa Salavina,924,454,470,924,0,ok
v6_p07,28,Villa San Martín,3354,1542,1812,3354,0,ok
v6_p07,174,Villa Silípica,475,220,255,475,0,ok
v6_p07,146,Villa Unión,615,324,291,615,0,ok
v6_p07,179,Vilmer,451,225,226,451,0,ok
v6_p07,226,Vinará,289,125,164,289,0,ok
v6_p07,177,Vuelta de la Barranca,460,232,228,460,0,ok
v6_p07,116,Weisburd,843,439,404,843,0,ok
v6_p07,89,Zanjón,1300,680,620,1300,0,ok
v6_p07,156,Zaparinqui,555,319,236,555,0,ok
v7_p01,376,Abdón Castro Tolay,203,98,105,203,0,ok
v7_p01,107,Abra Pampa,1391,667,724,1391,0,ok
v7_p01,216,Acambuco,612,306,306,612,0,ok
v7_p01,64,Acheral,2207,1135,1072,2207,0,ok
v7_p01,302,Adolfo E. Carranza,379,219,160,379,0,ok
v7_p01,334,Agua Blanca,282,164,118,282,0,ok
v7_p01,146,Agua Dulce,984,545,439,984,0,ok
v7_p01,34,Aguaray,4428,2395,2033,4428,0,ok
v7_p01,362,Agunyo,223,114,109,223,0,ok
v7_p01,17,Aguilares,9816,4767,5049,9816,0,ok
v7_p01,55,Aimogasta,2721,1368,1353,2721,0,ok
v7_p01,97,Alderetes,1497,770,727,1497,0,ok
v7_p01,412,Alemania,126,68,58,126,0,ok
v7_p01,238,Alijilán,563,295,268,563,0,ok
v7_p01,323,Almirante Brown,320,171,149,320,0,ok
v7_p01,139,Alpachiri,1078,583,495,1078,0,ok
v7_p01,315,Alpasinche,346,170,176,346,0,ok
v7_p01,387,Alto de la Sierra,181,101,80,181,0,ok
v7_p01,80,Alto Verde,1700,899,801,1700,0,ok
v7_p01,212,Amaichá del Valle,620,297,323,620,0,ok
v7_p01,375,Ambil,203,102,101,203,0,ok
v7_p01,263,Aminga,480,254,226,480,0,ok
v7_p01,377,Ampascachi,202,109,93,202,0,ok
v7_p01,401,Ancasti,149,79,70,149,0,ok
v7_p01,46,Andalgalá,3260,1531,1729,3260,0,ok
v7_p01,242,Angastaco,541,295,246,541,0,ok
v7_p01,141,Anguinán,1017,518,499,1017,0,ok
v7_p01,385,Anquincila,187,87,100,187,0,ok
v7_p01,237,Anillaco,565,282,283,565,0,ok
v7_p01,211,Animaná,622,318,304,622,0,ok
v7_p01,272,Anjullón,465,241,224,465,0,ok
v7_p01,215,Antilla,613,316,297,613,0,ok
v7_p01,273,Antofagasta de la Sierra,462,256,206,462,0,ok
v7_p01,118,Apolinario Saravia,1286,683,603,1286,0,ok
v7_p01,305,Arároz,374,190,184,374,0,ok
v7_p01,331,Arauco,302,154,148,302,0,ok
v7_p01,69,Arcadia,1595,857,738,1595,0,ok
v7_p01,368,Arenal,211,112,99,211,0,ok
v7_p01,247,Atahona,525,253,272,525,0,ok
v7_p01,370,Bajo Grande,210,120,90,210,0,ok
v7_p02,425,Balboa,94,48,46,94,0,ok
v7_p02,226,Balcosna,595,285,310,595,0,ok
v7_p02,10,Banda del Río Salí,14604,7414,7190,14604,0,ok
v7_p02,223,Banda Florida,599,303,296,599,0,ok
v7_p02,379,Bañado de Ovanta,198,101,97,198,0,ok
v7_p02,29,Belén,5469,2479,2990,5469,0,ok
v7_p02,405,Bella Vista,147,75,72,147,0,ok
v7_p02,23,Bella Vista,6816,3485,3331,6816,0,ok
v7_p02,232,Benjamín Aráoz,576,296,280,576,0,ok
v7_p02,180,Benjamín Paz,760,398,362,760,0,ok
v7_p02,198,Betania,682,368,314,682,0,ok
v7_p02,248,Burruyacú,524,267,257,524,0,ok
v7_p02,258,Cachi,491,229,262,491,0,ok
v7_p02,59,Cafayate,2407,1122,1285,2407,0,ok
v7_p02,109,Caimancito,1340,772,568,1340,0,ok
v7_p02,28,Calilegua,5646,3075,2571,5646,0,ok
v7_p02,286,Campichuelo,419,265,154,419,0,ok
v7_p02,318,Campo Durán,342,256,86,342,0,ok
v7_p02,68,Campo Quijano,2069,1018,1051,2069,0,ok
v7_p02,91,Campo Santo,1573,800,773,1573,0,ok
v7_p02,317,Cangrejilla,343,159,184,343,0,ok
v7_p02,187,Capayán,718,376,342,718,0,ok
v7_p02,372,Capitán J. Page,207,113,94,207,0,ok
v7_p02,428,Carahuasi,90,38,52,90,0,ok
v7_p02,222,Carrizal,600,297,303,600,0,ok
v7_p02,336,Casabindo,280,132,148,280,0,ok
v7_p02,332,Caspalá,288,118,170,288,0,ok
v7_p02,358,Castro Barros,233,110,123,233,0,ok
v7_p02,3,Catamarca,45929,21102,24827,45929,0,ok
v7_p02,391,Catua,174,86,88,174,0,ok
v7_p02,341,Cebollar,268,149,119,268,0,ok
v7_p02,203,Ceibalito,664,394,270,664,0,ok
v7_p02,78,Cerrillos,1718,856,862,1718,0,ok
v7_p02,420,Cerro Negro,113,52,61,113,0,ok
v7_p02,151,Cevil Pozo,930,511,419,930,0,ok
v7_p02,304,Cevil Redondo,377,214,163,377,0,ok
v7_p02,350,Cienaguillas,251,124,127,251,0,ok
v7_p02,154,Cobos,914,525,389,914,0,ok
v7_p02,430,Cobres,84,43,41,84,0,ok
v7_p03,280,Cochinoca,440,203,237,440,0,ok
v7_p03,179,Colalao del Valle,764,360,404,764,0,ok
v7_p03,281,Colana,439,238,201,439,0,ok
v7_p03,83,Colombres,1677,860,817,1677,0,ok
v7_p03,94,Colonia Santa Rosa,1535,830,705,1535,0,ok
v7_p03,414,Comandante Leal,118,54,64,118,0,ok
v7_p03,8,Concepción,15832,7574,8258,15832,0,ok
v7_p03,149,Copacabana,957,464,493,957,0,ok
v7_p03,426,Copo Quile,93,46,47,93,0,ok
v7_p03,311,Coranzuli,351,162,189,351,0,ok
v7_p03,148,Coronel Cornejo,972,517,455,972,0,ok
v7_p03,153,Cnel. Juan Solá Morillo,920,476,444,920,0,ok
v7_p03,82,Coronel Moldes,1695,881,814,1695,0,ok
v7_p03,404,Coronel Mollinedo,148,79,69,148,0,ok
v7_p03,418,Corral de Isaac,114,50,64,114,0,ok
v7_p03,422,Crossmayo,107,51,56,107,0,ok
v7_p03,111,Chalicán,1321,778,543,1321,0,ok
v7_p03,40,Chamical,3756,1818,1938,3756,0,ok
v7_p03,168,Chañar,829,392,437,829,0,ok
v7_p03,164,Chaquiago,848,408,440,848,0,ok
v7_p03,399,Chelcos,155,72,83,155,0,ok
v7_p03,50,Chepes,2941,1479,1462,2941,0,ok
v7_p03,257,Chicligasta,498,213,285,498,0,ok
v7_p03,137,Chicoana,1093,540,553,1093,0,ok
v7_p03,18,Chilecito,9809,4509,5300,9809,0,ok
v7_p03,189,Choromoro,716,372,344,716,0,ok
v7_p03,65,Chumbicha,2188,1092,1097,2189,-1,flag
v7_p03,335,Chuquis,280,143,137,280,0,ok
v7_p03,60,Delfín Gallo,2405,1257,1148,2405,0,ok
v7_p03,240,Desiderio Tello,556,278,278,556,0,ok
v7_p03,293,Dr. Facundo Zuviría,402,209,193,402,0,ok
v7_p03,116,Donato Alvarez,1304,699,605,1304,0,ok
v7_p03,246,Dragones,525,271,254,525,0,ok
v7_p03,35,El Aguilar,4257,2316,1941,4257,0,ok
v7_p03,102,El Bordo,1453,767,686,1453,0,ok
v7_p03,241,El Bracho,544,277,267,544,0,ok
v7_p03,69,El Carmen,2029,1031,998,2029,0,ok
v7_p03,101,El Carril,1455,758,697,1455,0,ok
v7_p03,121,El Chañar,1229,674,555,1229,0,ok
v7_p04,76,El Galpón,1821,899,922,1821,0,ok
v7_p04,181,El Molino,759,397,362,759,0,ok
v7_p04,310,El Morano,358,159,199,358,0,ok
v7_p04,178,El Naranjo,767,419,348,767,0,ok
v7_p04,309,El Pajonal,359,190,169,359,0,ok
v7_p04,44,El Piquete,3414,2036,1378,3414,0,ok
v7_p04,294,El Portezuelo,401,192,209,401,0,ok
v7_p04,359,El Portezuelo,231,118,113,231,0,ok
v7_p04,288,El Potrero,415,230,185,415,0,ok
v7_p04,184,El Puesto,723,341,382,723,0,ok
v7_p04,123,El Quebrachal,1212,600,612,1212,0,ok
v7_p04,188,El Quemado,718,454,264,718,0,ok
v7_p04,298,El Recreo,391,179,212,391,0,ok
v7_p04,204,El Rodeo,648,315,333,648,0,ok
v7_p04,408,El Taco,136,63,73,136,0,ok
v7_p04,386,El Tobar,184,107,77,184,0,ok
v7_p04,303,El Tunal,378,213,165,378,0,ok
v7_p04,25,Embarcación,6371,3277,3094,6371,0,ok
v7_p04,84,Esquina,1292,660,632,1292,0,ok
v7_p04,231,Esquiú,584,284,300,584,0,ok
v7_p04,183,Estación Masán,726,367,359,726,0,ok
v7_p04,363,Esteban de Urizar,221,138,83,221,0,ok
v7_p04,27,Famaillá,6233,3119,3114,6233,0,ok
v7_p04,110,Famatina,1330,643,687,1330,0,ok
v7_p04,103,Fiambalá,1450,706,744,1450,0,ok
v7_p04,84,Fraile Pintado,1676,857,819,1676,0,ok
v7_p04,202,Fuerte Quemado,672,320,352,672,0,ok
v7_p04,134,Gaona,1100,579,521,1100,0,ok
v7_p04,96,Gastona,1506,800,706,1506,0,ok
v7_p04,398,General Alvarado,159,82,77,159,0,ok
v7_p04,171,General Ballivián,795,428,367,795,0,ok
v7_p04,19,General Martín Miguel de Güemes,8748,4376,4372,8748,0,ok
v7_p04,201,General Pizarro,673,352,321,673,0,ok
v7_p04,182,Gobernador Garmendia,740,368,372,740,0,ok
v7_p04,308,Gobernador Piedrabuena,363,171,192,363,0,ok
v7_p04,279,Golpes,440,210,230,440,0,ok
v7_p04,130,Graneros,1127,536,591,1127,0,ok
v7_p04,284,Guachipas,433,206,227,433,0,ok
v7_p04,120,Guandacol,1255,607,648,1255,0,ok
v7_p05,296,Hickman,397,219,178,397,0,ok
v7_p05,206,Huacalera,641,315,326,641,0,ok
v7_p05,152,Huaco,929,477,452,929,0,ok
v7_p05,225,Hualfín,595,310,285,595,0,ok
v7_p05,402,Huasa Pampa Sud,149,65,84,149,0,ok
v7_p05,157,Huillapima,902,456,446,902,0,ok
v7_p05,57,Humahuaca,2530,1179,1351,2530,0,ok
v7_p05,343,Horcones,267,124,143,267,0,ok
v7_p05,131,Icaño,1114,585,529,1114,0,ok
v7_p05,30,Ingenio La Esperanza,5076,2580,2496,5076,0,ok
v7_p05,106,Ingenio Lules,1427,752,675,1427,0,ok
v7_p05,14,Ingenio Santa Ana,11771,6138,5633,11771,0,ok
v7_p05,410,Ipisca,131,64,67,131,0,ok
v7_p05,429,Iruya,85,48,37,85,0,ok
v7_p05,321,Iturbe,326,146,180,326,0,ok
v7_p05,227,Jagüé,594,276,318,594,0,ok
v7_p05,306,Jerónimo Matorras,369,209,160,369,0,ok
v7_p05,45,Joaquín V. González,3274,1632,1642,3274,0,ok
v7_p05,228,La Caldera,589,333,256,589,0,ok
v7_p05,260,La Candelaria,485,264,221,485,0,ok
v7_p05,194,La Carrera,696,328,368,696,0,ok
v7_p05,259,La Ciénaga,491,224,267,491,0,ok
v7_p05,79,La Cocha,1709,843,866,1709,0,ok
v7_p05,360,La Dorada,229,112,117,229,0,ok
v7_p05,77,La Encantada,1793,949,844,1793,0,ok
v7_p05,287,La Falda,417,212,205,417,0,ok
v7_p05,119,La Fronterita,1283,718,565,1283,0,ok
v7_p05,289,La Guardia,414,195,219,414,0,ok
v7_p05,352,La Jarilla,249,126,123,249,0,ok
v7_p05,67,La Madrid,2116,1059,1057,2116,0,ok
v7_p05,326,La Majada,315,153,162,315,0,ok
v7_p05,49,La Mendieta,2991,1560,1431,2991,0,ok
v7_p05,159,La Merced,895,468,427,895,0,ok
v7_p05,73,La Merced,1908,993,915,1908,0,ok
v7_p05,411,La Poma,129,77,52,129,0,ok
v7_p05,354,La Posta,245,137,108,245,0,ok
v7_p05,278,La Puerta,444,236,208,444,0,ok
v7_p05,396,La Puerta de San José,161,78,83,161,0,ok
v7_p05,26,La Quiaca,6290,3029,3261,6290,0,ok
v7_p05,88,La Ramada,1609,846,763,1609,0,ok
v7_p06,191,La Reducción,710,393,317,710,0,ok
v7_p06,5,La Rioja,35431,17073,18358,35431,0,ok
v7_p06,397,Las Cañas,160,84,76,160,0,ok
v7_p06,87,Las Cejas,1613,774,839,1613,0,ok
v7_p06,316,La Silleta,345,179,166,345,0,ok
v7_p06,173,Las Lajitas,783,398,385,783,0,ok
v7_p06,100,Las Pirquitas,1470,744,726,1470,0,ok
v7_p06,39,Lastenia,3851,1998,1853,3851,0,ok
v7_p06,37,La Trinidad,4199,2182,2017,4199,0,ok
v7_p06,394,La Unión,163,86,77,163,0,ok
v7_p06,235,La Viña,570,251,319,570,0,ok
v7_p06,127,Leales,1168,588,580,1168,0,ok
v7_p06,234,Leocadio Paz,573,300,273,573,0,ok
v7_p06,261,León,483,239,244,483,0,ok
v7_p06,47,León Rouges,3196,1644,1552,3196,0,ok
v7_p06,31,Lib. Gral. San Martín,5051,2727,2324,5051,0,ok
v7_p06,62,Londres,2236,1089,1147,2236,0,ok
v7_p06,176,Loro Huasi,772,335,437,772,0,ok
v7_p06,353,Los Aguirres,246,143,103,246,0,ok
v7_p06,285,Los Altos,422,208,214,422,0,ok
v7_p06,299,Los Angeles,387,205,182,387,0,ok
v7_p06,409,Los Baños,134,77,57,134,0,ok
v7_p06,251,Los Blancos,520,280,240,520,0,ok
v7_p06,384,Los Castillos,187,94,93,187,0,ok
v7_p06,249,Los Gómez,523,235,288,523,0,ok
v7_p06,161,Los Lapachos,874,492,382,874,0,ok
v7_p06,190,Los Palacios,712,353,359,712,0,ok
v7_p06,328,Los Puestos,312,149,163,312,0,ok
v7_p06,72,Los Ralos,1909,1028,881,1909,0,ok
v7_p06,51,Los Sarmientos,2874,1505,1369,2874,0,ok
v7_p06,392,Los Varela,173,96,77,173,0,ok
v7_p06,186,Luis Burela,720,425,295,720,0,ok
v7_p06,406,Luisiana,146,78,68,146,0,ok
v7_p06,32,Lules,4828,2397,2431,4828,0,ok
v7_p06,221,Lumbreras,600,353,247,600,0,ok
v7_p06,267,Macapillo,472,226,246,472,0,ok
v7_p06,208,Maconitas,632,363,269,632,0,ok
v7_p06,217,Machigasta,609,318,291,609,0,ok
v7_p06,115,Maimará,1308,681,627,1308,0,ok
v7_p06,349,Malanzán,253,122,131,253,0,ok
v7_p07,165,Malligasta,847,431,416,847,0,ok
v7_p07,155,Manantial,911,446,465,911,0,ok
v7_p07,421,Manuel Elordi,108,50,58,108,0,ok
v7_p07,199,Manuel García Fernández,681,361,320,681,0,ok
v7_p07,213,Mariño,619,344,275,619,0,ok
v7_p07,415,Martínez del Tineo,116,60,56,116,0,ok
v7_p07,342,Maucasén,268,127,141,268,0,ok
v7_p07,132,Medinas,1110,553,557,1110,0,ok
v7_p07,12,Metán,12849,6196,6653,12849,0,ok
v7_p07,192,Metán Viejo,710,390,320,710,0,ok
v7_p07,71,Milagro,1967,977,990,1967,0,ok
v7_p07,254,Mina Pirquita,512,277,235,512,0,ok
v7_p07,229,Miraflores,587,284,303,587,0,ok
v7_p07,345,Mixta,262,117,145,262,0,ok
v7_p07,312,Mojotoro,350,198,152,350,0,ok
v7_p07,390,Molinos,174,86,88,174,0,ok
v7_p07,177,Monteagudo,771,381,390,771,0,ok
v7_p07,125,Monte Rico,1177,646,531,1177,0,ok
v7_p07,13,Monteros,11968,5682,6286,11968,0,ok
v7_p07,163,Muñquín,848,463,385,848,0,ok
v7_p07,416,Nacate,116,55,61,116,0,ok
v7_p07,313,Nasareno,350,154,196,350,0,ok
v7_p07,86,Nonogasta,1671,839,832,1671,0,ok
v7_p07,169,Ntra.Sra. de Talavera,827,443,384,827,0,ok
v7_p07,144,Nueva Trinidad,1000,565,435,1000,0,ok
v7_p07,382,Noquebe,192,90,102,192,0,ok
v7_p07,423,Olpas,106,44,62,106,0,ok
v7_p07,122,Olta,1226,589,637,1226,0,ok
v7_p07,339,Oratorio,273,100,173,273,0,ok
v7_p07,344,Osma,263,147,116,263,0,ok
v7_p07,291,Padilla,407,215,192,407,0,ok
v7_p07,364,Padre Lozana,221,113,108,221,0,ok
v7_p07,195,Pagancillo,688,344,344,688,0,ok
v7_p07,197,Palma Sola,682,393,289,682,0,ok
v7_p07,275,Palomitas,460,281,179,460,0,ok
v7_p07,16,Palpalá,10843,5734,5109,10843,0,ok
v7_p07,378,Palta de Aparzo,201,90,111,201,0,ok
v7_p07,346,Pampa Blanca,259,141,118,259,0,ok
v7_p07,367,Pampa Grande,215,119,96,215,0,ok
v7_p08,365,Pampichuela,217,105,112,217,0,ok
v7_p08,166,Patquía,839,425,414,839,0,ok
v7_p08,324,Payogasta,319,159,160,319,0,ok
v7_p08,58,Pedro G. Méndes,2425,1315,1110,2425,0,ok
v7_p08,38,Perico,4125,2018,2087,4105,20,flag
v7_p08,56,Pichanal,2536,1271,1265,2536,0,ok
v7_p08,314,Piquete Cabado,349,190,159,349,0,ok
v7_p08,209,Piquirenda,627,320,307,627,0,ok
v7_p08,158,Pituil,897,446,451,897,0,ok
v7_p08,338,Pluma de Pato,275,144,131,275,0,ok
v7_p08,43,Pocitos,3438,1737,1701,3438,0,ok
v7_p08,135,Pomán,1100,529,571,1100,0,ok
v7_p08,307,Pomancillo,368,190,178,368,0,ok
v7_p08,74,Poso del Alto,1875,1021,854,1875,0,ok
v7_p08,22,Pueblo Ledesma,6871,3664,3207,6871,0,ok
v7_p08,400,Puente de Plata,149,86,63,149,0,ok
v7_p08,380,Puerto La Paz,198,88,110,198,0,ok
v7_p08,337,Puesto del Marquéz,277,124,153,277,0,ok
v7_p08,383,Puesto Grande,188,78,110,188,0,ok
v7_p08,292,Pumahuasi,407,166,241,407,0,ok
v7_p08,252,Punta de Los Llanos,518,263,255,518,0,ok
v7_p08,269,Purmamarca,472,217,255,472,0,ok
v7_p08,167,Quirós,835,452,383,835,0,ok
v7_p08,200,Raco,680,348,332,680,0,ok
v7_p08,75,Ranchillos,1870,997,873,1870,0,ok
v7_p08,52,Recreo,2834,1412,1422,2834,0,ok
v7_p08,355,Reyes,243,128,115,243,0,ok
v7_p08,256,Rincón,500,254,246,500,0,ok
v7_p08,174,Rinconada,782,366,416,782,0,ok
v7_p08,348,Rinconadillas,258,120,138,258,0,ok
v7_p08,105,Río Colorado,1433,741,692,1433,0,ok
v7_p08,193,Río Chico,704,377,327,704,0,ok
v7_p08,213,Río del Valle,575,329,246,575,0,ok
v7_p08,300,Río Piedras,380,178,202,380,0,ok
v7_p08,63,Río Seco,2211,1187,1024,2211,0,ok
v7_p08,366,Rivadavia,215,103,112,215,0,ok
v7_p08,21,Rosario de la Frontera,7134,3472,3662,7134,0,ok
v7_p08,389,Rosario del Dorado,177,101,76,177,0,ok
v7_p08,36,Rosario de Lerma,4241,2123,2118,4241,0,ok
v7_p08,262,Rumi-Punco,481,250,231,481,0,ok
v7_p09,265,Sacrificio,479,238,241,479,0,ok
v7_p09,218,Salado,606,287,319,606,0,ok
v7_p09,220,Salinas,602,311,291,602,0,ok
v7_p09,2,Salta,117400,55044,62356,117400,0,ok
v7_p09,92,San Andrés,1564,848,716,1564,0,ok
v7_p09,114,San Antonio,1312,662,650,1312,0,ok
v7_p09,356,San Antonio,242,120,122,242,0,ok
v7_p09,253,San Antonio,517,280,237,517,0,ok
v7_p09,98,San Antonio de la Paz,1489,763,726,1489,0,ok
v7_p09,104,San Antonio de los Cobres,1439,765,674,1439,0,ok
v7_p09,347,San Blas de los Sauces,259,121,138,259,0,ok
v7_p09,210,San Carlos,623,271,352,623,0,ok
v7_p09,374,San Fernando,204,102,102,204,0,ok
v7_p09,124,San Gabriel,1184,640,544,1184,0,ok
v7_p09,371,San Ignacio,207,123,84,207,0,ok
v7_p09,61,San Isidro,2271,1114,1157,2271,0,ok
v7_p09,268,San José,472,221,251,472,0,ok
v7_p09,266,San José,477,218,259,477,0,ok
v7_p09,407,San José,138,68,70,138,0,ok
v7_p09,255,San José de Escalchi,508,251,257,508,0,ok
v7_p09,140,San José de Fray Mamerto Esquiú,1053,504,549,1053,0,ok
v7_p09,126,San Juancito,1170,663,507,1170,0,ok
v7_p09,147,San Lorenzo,978,530,448,978,0,ok
v7_p09,351,San Lorenzo,250,145,105,250,0,ok
v7_p09,373,San Martín,207,104,103,207,0,ok
v7_p09,90,San Miguel,1574,856,718,1574,0,ok
v7_p09,1,San Miguel de Tucumán,271546,127683,143863,271546,0,ok
v7_p09,99,San Pablo,1481,771,710,1481,0,ok
v7_p09,340,San Pedro,269,126,143,269,0,ok
v7_p09,9,San Pedro,15354,7505,7849,15354,0,ok
v7_p09,357,San Pedro,235,122,113,235,0,ok
v7_p09,162,San Pedro de Colalao,853,456,397,853,0,ok
v7_p09,185,San Rafael,722,365,357,722,0,ok
v7_p09,11,San Ramón de la Nueva Orán,14286,7190,7096,14286,0,ok
v7_p09,4,San Salvador de Jujuy,44188,21344,22844,44188,0,ok
v7_p09,327,San Solano,314,160,154,314,0,ok
v7_p09,322,Santa Ana,322,148,174,322,0,ok
v7_p09,320,Santa Catalina,331,136,195,331,0,ok
v7_p09,93,Santa Clara,1535,1021,514,1535,0,ok
v7_p10,196,Santa Clara,684,339,345,684,0,ok
v7_p10,142,Santa Cruz,1012,540,472,1012,0,ok
v7_p10,70,Santa Lucía,1972,1070,902,1972,0,ok
v7_p10,53,Santa María,2826,1235,1591,2826,0,ok
v7_p10,424,Santa María,105,58,47,105,0,ok
v7_p10,205,Santa Rita de Catuna,641,322,319,641,0,ok
v7_p10,143,Santa Rosa,1006,476,530,1006,0,ok
v7_p10,128,Santa Rosa,1149,568,581,1149,0,ok
v7_p10,66,Santa Rosa de Leales,2133,1117,1016,2133,0,ok
v7_p10,388,Santa Rosa de Tastil,180,90,90,180,0,ok
v7_p10,413,Santa Victoria,126,65,61,126,0,ok
v7_p10,393,Santa Victoria,165,88,77,165,0,ok
v7_p10,95,Sañogasta,1508,733,775,1508,0,ok
v7_p10,333,Saucelito,287,168,119,287,0,ok
v7_p10,172,Saujil,786,390,396,786,0,ok
v7_p10,319,Schaqui,335,173,162,335,0,ok
v7_p10,156,Seclantas,908,470,438,908,0,ok
v7_p10,277,Senador Péres,450,204,246,450,0,ok
v7_p10,325,Sey,318,160,158,318,0,ok
v7_p10,236,Siete de Abril,565,291,274,565,0,ok
v7_p10,175,Siján,780,406,374,780,0,ok
v7_p10,48,Simoca,3101,1487,1614,3101,0,ok
v7_p10,329,Solca,309,160,149,309,0,ok
v7_p10,219,Sumalao,604,307,297,604,0,ok
v7_p10,243,Susques,537,254,283,537,0,ok
v7_p10,15,Tabacal,11346,6409,4937,11346,0,ok
v7_p10,245,Taco Ralo,530,245,285,530,0,ok
v7_p10,207,Tafí del Valle,640,289,351,640,0,ok
v7_p10,6,Tafí Viejo,21197,10310,10887,21197,0,ok
v7_p10,136,Tala,1099,536,563,1099,0,ok
v7_p10,330,Tala Pampa,304,164,140,304,0,ok
v7_p10,290,Tama,411,192,219,411,0,ok
v7_p10,255,Tapia,399,213,186,399,0,ok
v7_p10,7,Tartagal,16740,8557,8183,16740,0,ok
v7_p10,271,Taruca Pampa,470,254,216,470,0,ok
v7_p10,419,Telaritos,113,67,46,113,0,ok
v7_p10,381,Termas de Reyes,196,111,85,196,0,ok
v7_p10,85,Tilcara,1675,860,815,1675,0,ok
v7_p10,42,Tinogasta,3557,1619,1938,3557,0,ok
v7_p11,301,Tolar Grande,379,239,140,379,0,ok
v7_p11,250,Toloche,521,278,243,521,0,ok
v7_p11,264,Tolombón,480,234,246,480,0,ok
v7_p11,129,Trancas,1135,577,558,1135,0,ok
v7_p11,274,Tres Cruces,462,220,242,462,0,ok
v7_p11,403,Tuisón,148,83,65,148,0,ok
v7_p11,283,Tumbaya,435,279,156,435,0,ok
v7_p11,282,Ulapes,438,219,219,438,0,ok
v7_p11,54,Urundel,2823,1580,1243,2823,0,ok
v7_p11,369,Valle Grande,211,107,104,211,0,ok
v7_p11,170,Vaqueros,802,470,332,802,0,ok
v7_p11,361,Veintitrés de Agosto,228,136,92,228,0,ok
v7_p11,24,Vespucio,6809,3364,3445,6809,0,ok
v7_p11,133,Vichigasta,1104,566,538,1104,0,ok
v7_p11,427,Vilisman,93,40,53,93,0,ok
v7_p11,20,Villa Alberdi,7266,3551,3715,7266,0,ok
v7_p11,145,Villa Belgrano,1000,518,482,1000,0,ok
v7_p11,113,Villa Bustos,1314,635,679,1314,0,ok
v7_p11,224,Villa Castelli,597,321,276,597,0,ok
v7_p11,395,Villa Chepes,162,89,73,162,0,ok
v7_p11,160,Villa Clodomiro Hileret,875,461,414,875,0,ok
v7_p11,108,Villa Dolores,1355,600,755,1355,0,ok
v7_p11,244,Villa El Alto,530,286,244,530,0,ok
v7_p11,150,Villa Mazán,951,517,434,951,0,ok
v7_p11,138,Villa Nva. de Monte Rico,1092,526,566,1092,0,ok
v7_p11,41,Villa Quinteros,3723,1994,1729,3723,0,ok
v7_p11,81,Villa Unión,1696,844,852,1696,0,ok
v7_p11,297,Vinchina,395,193,202,395,0,ok
v7_p11,230,Vipos,584,292,292,584,0,ok
v7_p11,112,Volcán,1319,685,634,1319,0,ok
