"geolev2","d_1960_km","d_1986_km","c_local_60","leg_1960","leg_1986","delta_d_km","leg_1986_fixc","delta_leg","median_tau","land_share_pair_60","land_share_oneend_60"
"32030010",16.895765625,15.1629990234375,165.608642578125,2477164.77784395,2223877.91080405,-1.7327666015625,2223116.01267502,-254048.765168935,5088684.7668873,0.66752131405375,0.486798630947464
"32030011",0,0,1.87399995326996,0,0,0,0,0,2463783.65000288,0.373263603950324,0
"32034001",19.875220703125,7.2432158203125,190.206985473633,2913996.19114071,1062324.65233831,-12.6320048828125,1061960.70107952,-1852035.49006119,6435708.65432074,0.595682179167772,0.452785597928573
"32034002",6.21100634765625,1.24220129394531,200.138198852539,910623.79183419,182187.17907369,-4.96880505371094,182124.761946294,-728499.029887896,4043495.86342867,0.452644102580133,0.225207054141025
"32034003",41.29268359375,12.4839677734375,209.757904052734,6054107.49955833,1830958.38281228,-28.8087158203125,1830331.09848186,-4223776.40107647,11390284.0317124,0.612254114532721,0.531515059914458
"32034004",20.674349609375,20.674349609375,193.732467651367,3031160.10211438,3032198.93013659,0,3031160.10211438,0,7195942.42935782,0.54903175024719,0.421231844455555
"32034005",26.115787109375,26.115787109375,196.942993164062,3828953.91714543,3830266.16212454,0,3828953.91714543,0,8547398.22302216,0.555560248603977,0.447967184544211
"32038001",2.48440258789062,1.24220129394531,170.871627807617,364249.523892589,182187.17907369,-1.24220129394531,182124.761946294,-182124.761946294,3496097.80553011,0.367235231925061,0.104187452455255
"32038002",0,0,1.77699995040894,0,0,0,0,0,3119658.36089279,0.294788934609741,0
"32038003",16.1963232421875,5.12172705078125,231.351852416992,2374616.3598977,751176.969397299,-11.0745961914063,750919.616992846,-1623696.74290486,6373107.79377238,0.5168996400266,0.372599434489106
"32038004",7.95396923828125,1.75673791503906,179.64567565918,1166167.48115696,257651.579234993,-6.19723132324219,257563.30808701,-908604.17306995,4457850.45515417,0.467895517513223,0.261598609663686
"32038005",63.65599609375,10.014947265625,159.235733032227,9332894.10624206,1468840.03405032,-53.641048828125,1468336.81106836,-7864557.2951737,10227048.9566469,1.00249201057482,0.912569612779289
"32038006",3.72660375976562,3.72660375976562,111.252151489258,546374.267941602,546561.519317653,0,546374.267941602,0,3719012.97044736,0.394194654373365,0.146913783921511
"32042001",6.68945849609375,6.68945849609375,153.901657104492,980771.829886958,981107.956394948,0,980771.829886958,0,3652148.9049352,0.520354630632082,0.268546506568127
"32042002",6.21100634765625,4.4788203125,151.792922973633,910623.79183419,656885.194283366,-1.73218603515625,656660.146137476,-253963.645696715,3299639.78105335,0.55468617116862,0.27597672844867
"32042003",0,0,1.87399995326996,0,0,0,0,0,2727151.20724586,0.337216639147302,0
"32042004",2.48440258789062,2.48440258789062,140.446166992188,364249.523892589,364374.358147379,0,364249.523892589,0,2943330.61340061,0.43620321910191,0.123754199488908
"32042005",7.2432158203125,1.24220129394531,154.693176269531,1061960.70107952,182187.17907369,-6.00101452636719,182124.761946294,-879835.939133223,3496903.92317266,0.566673122616309,0.303685981774422
"32042006",126.7106171875,5.55529296875,141.071182250977,18577617.8980196,814765.819225609,-121.15532421875,814486.681351066,-17763131.2166685,20582830.7015222,0.947258370109976,0.902578375512054
"32042007",12.4839677734375,12.4839677734375,138.704956054688,1830331.09848186,1830958.38281228,0,1830331.09848186,0,4549372.58594689,0.604472773131517,0.402326049120662
"32046001",41.73869921875,7.02695166015625,188.820861816406,6119499.87189233,1030606.31693997,-34.7117475585937,1030253.23234804,-5089246.63954429,10006007.7249313,0.703491425347131,0.611582565206782
"32046002",6.21100634765625,6.21100634765625,161.905746459961,910623.79183419,910935.877465032,0,910623.79183419,0,3596757.4716757,0.508865157242709,0.25317909228112
"32046003",13.3789169921875,13.3789169921875,133.782180786133,1961543.65977392,1962215.9127899,0,1961543.65977392,0,4560204.46046626,0.631810360545387,0.430143796572962
"32046004",9.9376103515625,7.45320751953125,164.126327514648,1456998.09557036,1093123.03863531,-2.48440283203125,1092748.5358832,-364249.559687153,3889307.54286121,0.611069922841821,0.374616324246372
"32046005",12.297166015625,3.51347583007813,163.413360595703,1802943.24609548,515303.158469986,-8.78369018554688,515126.61617402,-1287816.62992146,4639261.84828209,0.5868571552299,0.388627179292134
"32046006",20.562091796875,20.562091796875,173.279830932617,3014701.47541851,3015734.66280082,0,3014701.47541851,0,5873810.38110548,0.669810903775209,0.5132446027056
"32050001",0,0,1.87399995326996,0,0,0,0,0,2883473.68949942,0.31893502892118,0
"32050002",1.24220129394531,1.24220129394531,107.094215393066,182124.761946294,182187.17907369,0,182124.761946294,0,3084018.71081339,0.357249948788303,0.0590543634860958
"32050003",5.27021337890625,5.27021337890625,132.626449584961,772689.870569184,772954.683994733,0,772689.870569184,0,3487688.30280276,0.485229896766623,0.221547857343857
"32050004",16.1486171875,9.9376103515625,169.82893371582,2367621.95899367,1457497.43258952,-6.2110068359375,1456998.09557036,-910623.863423318,5232829.83645612,0.62819981277547,0.452455369845758
"32050005",0,1.24220129394531,1.87399995326996,0,182187.17907369,1.24220129394531,182124.761946294,182124.761946294,2906640.73040518,0.316392994474333,0
"32050006",13.6642138671875,13.6642138671875,143.284225463867,2003372.32771739,2004058.91610034,0,2003372.32771739,0,4705971.9677032,0.621128453873464,0.425708512814445
"32050007",21.080853515625,11.4525302734375,105.793533325195,3090759.48227674,1679682.82913853,-9.6283232421875,1679107.37164661,-1411652.11063012,4741504.27743909,0.845807577547254,0.651852091958056
"32050008",6.21100634765625,6.21100634765625,136.728240966797,910623.79183419,910935.877465032,0,910623.79183419,0,3673832.66917758,0.498189417210956,0.247867519790454
"32050009",17.7856171875,15.11203125,130.216903686523,2607629.94864821,2216402.73354292,-2.6735859375,2215643.39640141,-391986.552246809,5449790.11566974,0.64723056087247,0.478482637551585
"32050010",20.486908203125,1.24220129394531,131.084823608398,3003678.46797138,182187.17907369,-19.2447069091797,182124.761946294,-2821553.70602509,5860568.94754548,0.669443405178008,0.512523356495854
"32050011",11.7845556640625,13.7205615234375,142.075653076172,1727787.1190615,2012323.13268878,1.936005859375,2011633.71299431,283846.593932807,4520887.63304525,0.585599134175374,0.38217873552802
"32050012",1.24220129394531,1.24220129394531,144.80827331543,182124.761946294,182187.17907369,0,182124.761946294,0,3011491.63716992,0.365853755959836,0.0604765956173958
"32050013",37.36941015625,21.729646484375,147.255981445312,5478898.59876454,3186973.81378761,-15.639763671875,3185881.9600603,-2293016.63870424,8422022.75644111,0.759739025690109,0.650544264389967
"32050014",7.2432158203125,1.24220129394531,118.38484954834,1061960.70107952,182187.17907369,-6.00101452636719,182124.761946294,-879835.939133223,3857817.0978803,0.513658738959469,0.275275025781553
"32050015",8.6954091796875,9.4603232421875,114.609230041504,1274873.35152134,1387496.223857,0.764914062499999,1387020.86917505,112147.517653704,4363667.7736931,0.502905864948104,0.292156373408413
"32050016",46.3792109375,33.3317578125,112.009841918945,6799866.32796168,4888594.91535366,-13.047453125,4886920.08810639,-1912946.23985529,8759481.91574326,0.88127439119904,0.77628635955517
"32050017",18.086724609375,18.086724609375,147.111114501953,2651776.67252988,2652685.4796609,0,2651776.67252988,0,5311312.26381452,0.672417146590226,0.499269585521489
"32054001",3.51347583007813,3.51347583007813,231.503890991211,515126.61617402,515303.158469986,0,515126.61617402,0,4780842.95249502,0.300107615954881,0.107748073152076
"32054002",24.59433203125,1.75673791503906,180.548400878906,3605886.49219096,257651.579234993,-22.8375941162109,257563.30808701,-3348323.18410395,8092648.76114854,0.559214589723851,0.445575558586234
"32054003",17.435125,9.0433623046875,208.712478637695,2556242.70044327,1326342.73983045,-8.3917626953125,1325888.33626494,-1230354.36417833,6486526.07773335,0.535862096805419,0.39408501096114
"32054004",23.33884375,10.5404267578125,235.6884765625,3421813.66481304,1545909.36798947,-12.7984169921875,1545379.74113837,-1876433.92367467,7873563.85249904,0.551396357570535,0.434595277172607
"32054005",25.608634765625,14.1632744140625,245.649078369141,3754598.0133751,2077253.5212463,-11.4453603515625,2076541.85647205,-1678056.15690306,8736725.2221018,0.535010391090745,0.429748895372934
"32054006",13.20478125,5.55529296875,189.500564575195,1936012.82934666,814765.819225609,-7.64948828125,814486.681351066,-1121526.14799559,5385001.70658169,0.530297620966463,0.359519445830521
"32054007",39.692171875,5.12172705078125,203.242416381836,5819449.22219992,751176.969397299,-34.5704448242187,750919.616992846,-5068529.60520707,10744358.0508346,0.627221277890157,0.541628377858077
"32054008",10.6133720703125,7.45320751953125,201.739028930664,1556074.58402649,1093123.03863531,-3.16016455078125,1092748.5358832,-463326.048143283,4981828.96898694,0.496949085163773,0.312350061335589
"32054009",11.7189033203125,0,201.302963256836,1718161.53137699,0,-11.7189033203125,0,-1718161.53137699,5213785.27090756,0.505928449077034,0.3295420586199
"32054010",38.50823828125,34.447296875,207.154342651367,5645867.3518759,5052205.20616078,-4.06094140625,5050474.32620764,-595393.025668263,10279858.1678853,0.638676916471547,0.549216463852955
"32054011",23.73222265625,18.086724609375,206.319000244141,3479488.72923672,2652685.4796609,-5.645498046875,2651776.67252988,-827712.056706846,7633283.71435089,0.57630892004186,0.455831180844901
"32054012",6.21100634765625,6.21100634765625,195.998092651367,910623.79183419,910935.877465032,0,910623.79183419,0,4267637.00076105,0.42887072074353,0.213378924138065
"32054013",47.997859375,12.234263671875,197.628555297852,7037183.71186018,1794335.58577564,-35.763595703125,1793720.84837526,-5243462.86348492,12635105.9295444,0.629739435568076,0.556954864573417
"32054014",8.957640625,8.957640625,212.592132568359,1313320.29227495,1313770.38856673,0,1313320.29227495,0,4908734.18659596,0.454895492798601,0.267547649221091
"32054015",5.12172705078125,5.12172705078125,199.757064819336,750919.616992846,751176.969397299,0,750919.616992846,0,3968637.05028704,0.420940579946955,0.189213477442724
"32058001",12.4220126953125,12.4220126953125,148.571899414062,1821247.58366838,1821871.75493006,0,1821247.58366838,0,5595043.66799705,0.489877918898091,0.325510879224355
"32058002",12.4220126953125,0,130.257446289062,1821247.58366838,0,-12.4220126953125,0,-1821247.58366838,5935345.76907174,0.461790846711025,0.306847764987619
"32058003",12.4220126953125,5.55529296875,104.264671325684,1821247.58366838,814765.819225609,-6.8667197265625,814486.681351066,-1006760.90231732,9206610.64499497,0.297708728424654,0.197819550961295
"32058004",26.584267578125,6.68945849609375,135.903961181641,3897639.96204287,981107.956394948,-19.8948090820313,980771.829886958,-2916868.13215591,8856598.98881326,0.543919932773463,0.440083147827509
"32058005",1.24220129394531,1.24220129394531,119.588562011719,182124.761946294,182187.17907369,0,182124.761946294,0,4394339.32318132,0.250723816590162,0.0414453114682194
"32062001",43.63646484375,0,129.372589111328,6397739.89174068,0,-43.63646484375,0,-6397739.89174068,9177082.95121724,0.797353657495715,0.6971430819302
"32062002",3.72660375976562,3.72660375976562,135.67414855957,546374.267941602,546561.519317653,0,546374.267941602,0,5402613.77493232,0.271352921672422,0.101131469082009
"32062003",1.24220129394531,1.24220129394531,133.94694519043,182124.761946294,182187.17907369,0,182124.761946294,0,3387106.05374759,0.325282264274314,0.0537700205001808
"32062004",13.3789169921875,7.95396923828125,105.524017333984,1961543.65977392,1166567.14577948,-5.42494775390625,1166167.48115696,-795376.178616956,5595983.00780314,0.514866542716498,0.350527093638187
"32062005",22.905060546875,22.905060546875,135.647109985352,3358214.74329323,3359365.65827706,0,3358214.74329323,0,6572953.15930414,0.650827018566502,0.51091414496688
"32062006",2.48440258789062,2.48440258789062,133.493606567383,364249.523892589,364374.358147379,0,364249.523892589,0,3881538.23375314,0.330768425074903,0.0938415396053921
"32062007",38.00405078125,0,136.969863891602,5571946.13728583,0,-38.00405078125,0,-5571946.13728583,8368741.65625998,0.775694503245175,0.665804533841466
"32066001",17.654998046875,1.24220129394531,166.937408447266,2588479.28441375,182187.17907369,-16.4127967529297,182124.761946294,-2406354.52246746,5802756.16776614,0.604560996109926,0.446077555143978
"32066002",16.1963232421875,16.1963232421875,196.665374755859,2374616.3598977,2375430.17966755,0,2374616.3598977,0,6690162.50700449,0.49240315478176,0.354941506639266
"32066003",11.1798115234375,11.1798115234375,197.674026489258,1639122.83961937,1639684.59375979,0,1639122.83961937,0,5482954.88402007,0.466676027488531,0.298948810320608
"32066004",35.3318359375,8.6954091796875,188.510131835938,5180160.60730815,1275310.27141924,-26.6364267578125,1274873.35152134,-3905287.25578681,9873809.6582334,0.617775872028859,0.524636466228474
"32066005",7.85637109375,7.85637109375,112.258491516113,1151858.1748265,1152252.93541628,0,1151858.1748265,0,4013590.69228116,0.516121124001088,0.286989447389772
"32066006",6.21100634765625,6.21100634765625,177.928634643555,910623.79183419,910935.877465032,0,910623.79183419,0,4037912.73322542,0.453269963297637,0.22551844281855
"32066007",3.928185546875,3.72660375976562,183.828231811523,575929.087413251,546561.519317653,-0.201581787109375,546374.267941602,-29554.8194716498,3536388.34308198,0.422908828690406,0.162857987172112
"32066008",1.24220129394531,1.24220129394531,187.990127563477,182124.761946294,182187.17907369,0,182124.761946294,0,3000149.77147997,0.36723684163166,0.0607052233450507
"32066009",8.6954091796875,8.6954091796875,159.390960693359,1274873.35152134,1275310.27141924,0,1274873.35152134,0,4437059.02535628,0.494587541778102,0.287323955853613
"32066010",1.24220129394531,1.24220129394531,203.479675292969,182124.761946294,182187.17907369,0,182124.761946294,0,3597910.93349363,0.306223680037132,0.0506195860077749
"32066011",43.9535703125,2.48440258789062,98.2797622680664,6444232.16178536,364374.358147379,-41.4691677246094,364249.523892589,-6079982.63789278,7952210.63660621,0.926015829163452,0.810369902945075
"32066012",1.24220129394531,1.24220129394531,182.527496337891,182124.761946294,182187.17907369,0,182124.761946294,0,3097050.14064687,0.355746751413631,0.0588058809755837
"32066013",0,0,1.77699995040894,0,0,0,0,0,3126197.99680458,0.294172271076228,0
"32070001",11.1105859375,2.48440258789062,145.778564453125,1628973.36270213,364374.358147379,-8.62618334960938,364249.523892589,-1264723.83880954,4310318.10654362,0.591282143048088,0.377924163005311
"32070002",0,0,1.77699995040894,0,0,0,0,0,2817446.20857465,0.32640934252981,0
"32070003",1.24220129394531,1.24220129394531,150.589477539062,182124.761946294,182187.17907369,0,182124.761946294,0,2909564.56819261,0.378670244525508,0.0625951951495712
"32070004",0,0,1.77699995040894,0,0,0,0,0,2838139.12352092,0.324029487114456,0
"32070005",1.24220129394531,1.24220129394531,152.437576293945,182124.761946294,182187.17907369,0,182124.761946294,0,2754233.85301911,0.400026136231144,0.0661253806559144
"32070006",1.24220129394531,0,145.107879638672,182124.761946294,0,-1.24220129394531,0,-182124.761946294,2928600.68792942,0.376208860102134,0.0621883217800719
"32070007",1.24220129394531,1.24220129394531,148.42219543457,182124.761946294,182187.17907369,0,182124.761946294,0,2896581.96908834,0.380367460081586,0.0628757493797477
"32070008",48.5095078125,21.15392578125,160.837097167969,7112198.80831361,3102535.8637163,-27.35558203125,3101472.93833792,-4010725.86997569,11299369.1354901,0.710821947363452,0.629433265081584
"32070009",17.390818359375,14.958083984375,153.079315185547,2549746.70304269,2193824.09175029,-2.432734375,2193072.49002665,-356674.213016033,5280392.56177946,0.657032110208769,0.48287067168041
"32070010",29.83869921875,11.248611328125,90.6880645751953,4374786.93549097,1649775.10195515,-18.590087890625,1649209.8908177,-2725577.04467326,6696154.36879345,0.790666912447376,0.653328267920329
"32070011",8.957640625,8.957640625,146.190643310547,1313320.29227495,1313770.38856673,0,1313320.29227495,0,4074577.61147625,0.548022708056821,0.322320597986874
"32070012",5.27021337890625,5.27021337890625,218.662475585938,772689.870569184,772954.683994733,0,772689.870569184,0,3575941.15377423,0.473254609723364,0.21608014151845
"32074001",3.928185546875,3.928185546875,147.962036132812,575929.087413251,576126.467708141,0,575929.087413251,0,3161974.91769746,0.472985994796024,0.182142206185697
"32074002",3.72660375976562,3.72660375976562,149.862060546875,546374.267941602,546561.519317653,0,546374.267941602,0,3101772.34725674,0.472637856157344,0.176149055047455
"32074003",12.668017578125,9.0433623046875,150.057006835938,1857315.47454745,1326342.73983045,-3.6246552734375,1325888.33626494,-531427.138282508,4437136.34862501,0.625844242979356,0.41858426891096
"32074004",1.24220129394531,1.24220129394531,184.989013671875,182124.761946294,182187.17907369,0,182124.761946294,0,2570481.77742721,0.428622189106902,0.0708523839949501
"32074005",6.21100634765625,6.21100634765625,143.035369873047,910623.79183419,910935.877465032,0,910623.79183419,0,3208849.85322364,0.570380242176009,0.283785104784311
"32078001",15.56473828125,15.56473828125,103.420776367188,2282016.82613432,2282798.91053313,0,2282016.82613432,0,10044426.9459382,0.318749651714374,0.227192336448535
"32078002",43.38822265625,34.35758984375,111.892456054688,6361343.97948086,5039048.34418827,-9.0306328125,5037321.97176158,-1324022.00771928,11589102.9591286,0.628261287324202,0.548907365989887
"32078003",28.326548828125,28.326548828125,104.525016784668,4153083.71294409,4154507.0424926,0,4153083.71294409,0,10787301.9448675,0.470249604898805,0.384997447384894
"32078004",37.2660390625,37.2660390625,104.238723754883,5463742.8941834,5465615.40801752,0,5463742.8941834,0,9957272.68048305,0.641077518269559,0.548718817843838
"32082001",1.24220129394531,0,158.604019165039,182124.761946294,0,-1.24220129394531,0,-182124.761946294,2293338.29187106,0.48041997572079,0.0794146954210165
"32082002",0,0,1.87399995326996,0,0,0,0,0,2198794.76947652,0.418247658817607,0
"32082003",7.85637109375,7.85637109375,158.400268554688,1151858.1748265,1152252.93541628,0,1151858.1748265,0,3429148.03329687,0.604085597724654,0.335902143518452
"32082004",1.24220129394531,1.24220129394531,177.143157958984,182124.761946294,182187.17907369,0,182124.761946294,0,2365164.46070674,0.465830408330688,0.0770030012593178
"32082005",6.68945849609375,6.68945849609375,185.693466186523,980771.829886958,981107.956394948,0,980771.829886958,0,3846764.32594946,0.494028859948901,0.25496020727625
"32082006",4.96880517578125,4.96880517578125,159.645614624023,728499.047785178,728748.716294758,0,728499.047785178,0,2874892.75410443,0.573287406977571,0.25340042571853
"32082007",6.3340087890625,6.3340087890625,172.520553588867,928657.737273723,928976.003431901,0,928657.737273723,0,3173188.55339835,0.582473581611855,0.292657597128658
"32082008",1.24220129394531,1.24220129394531,155.274932861328,182124.761946294,182187.17907369,0,182124.761946294,0,2342610.35440391,0.470315314891794,0.0777443682018716
"32082009",7.45320751953125,7.45320751953125,165.093902587891,1092748.5358832,1093123.03863531,0,1092748.5358832,0,3355456.35367703,0.599736395984382,0.325663164918158
"32082010",6.21100634765625,6.21100634765625,158.137847900391,910623.79183419,910935.877465032,0,910623.79183419,0,3122492.87948002,0.58615491757116,0.291633584761235
"32082011",14.958083984375,3.72660375976562,180.053131103516,2193072.49002665,546561.519317653,-11.2314802246094,546374.267941602,-1646698.22208505,4858601.79804208,0.640660293633237,0.451379343520273
"32082012",11.1798115234375,11.1798115234375,167.196411132812,1639122.83961937,1639684.59375979,0,1639122.83961937,0,3873167.38988167,0.660638528264459,0.423199586958581
"32082013",0,0,1.87399995326996,0,0,0,0,0,2262313.37387369,0.406504587372564,0
"32082014",29.83869921875,29.83869921875,190.125717163086,4374786.93549097,4376286.24635106,0,4374786.93549097,0,7929189.55503293,0.667713599643278,0.551731914734481
"32082015",13.6642138671875,13.6642138671875,163.122528076172,2003372.32771739,2004058.91610034,0,2003372.32771739,0,4196628.91067379,0.696514548817243,0.477376573044612
"32082016",2.777646484375,2.777646484375,171.981475830078,407243.340675533,407382.909612805,0,407243.340675533,0,2624198.29015311,0.505634086497355,0.155187716646127
"32082017",26.115787109375,1.75673791503906,184.174926757812,3828953.91714543,257651.579234993,-24.3590491943359,257563.30808701,-3571390.60905842,6903664.3078575,0.687836845759535,0.554626318198504
"32082018",30.4529375,21.226744140625,193.242935180664,4464843.19392204,3113215.75234947,-9.226193359375,3112149.16805297,-1352694.02586907,7988768.3184109,0.674006773493096,0.558890058637997
"32082019",17.2572109375,3.928185546875,179.609786987305,2530157.91334987,576126.467708141,-13.329025390625,575929.087413251,-1954228.82593662,5197241.06668103,0.663774997858022,0.486827122484359
"32086001",1.24220129394531,1.24220129394531,184.340377807617,182124.761946294,182187.17907369,0,182124.761946294,0,2635916.1048701,0.417982015612954,0.0690935351128216
"32086002",6.21100634765625,0,178.087661743164,910623.79183419,0,-6.21100634765625,0,-910623.79183419,3565880.13500591,0.513271474949653,0.255371397062589
"32086003",1.24220129394531,8.957640625,182.918045043945,182124.761946294,1313770.38856673,7.71543933105469,1313320.29227495,1131195.53032866,2884144.61877991,0.38200772573129,0.0631468896394451
"32086004",7.02695166015625,6.68945849609375,179.223754882812,1030253.23234804,981107.956394948,-0.3374931640625,980771.829886958,-49481.4024610817,3806784.82477218,0.51221544864141,0.270636056349651
"32086005",5.12172705078125,0,182.422729492188,750919.616992846,0,-5.12172705078125,0,-750919.616992846,3247390.88579482,0.514431566847834,0.23123782858344
"32086006",7.556015625,6.21100634765625,176.019973754883,1107821.6982007,910935.877465032,-1.34500927734375,910623.79183419,-197197.906366512,3717341.14271776,0.545406618579099,0.298014536645612
"32086007",15.7127421875,18.63301953125,191.771530151367,2303716.34965301,2732807.70400876,2.92027734375,2731871.4470917,428155.097438693,5314040.17124217,0.606573719869622,0.433515042306221
"32086008",21.371638671875,18.63301953125,179.742218017578,3133392.81200975,2732807.70400876,-2.738619140625,2731871.4470917,-401521.364918053,6731374.72635278,0.602110823023478,0.465490771111401
"32086009",8.332939453125,8.332939453125,188.562271118164,1221730.0220266,1222148.72883841,0,1221730.0220266,0,3877863.08961231,0.552203813568529,0.315052386789845
"32086010",9.4603232421875,9.4603232421875,193.162002563477,1387020.86917505,1387496.223857,0,1387020.86917505,0,4750421.39479689,0.485569898336909,0.291978490728053
"32086011",13.888232421875,13.888232421875,170.647155761719,2036216.70337766,2036914.54806402,0,2036216.70337766,0,4806246.38643272,0.615003316574769,0.423660490882362
"32086012",13.888232421875,2.777646484375,172.530700683594,2036216.70337766,407382.909612805,-11.1105859375,407243.340675533,-1628973.36270213,4566665.95139507,0.647268160052004,0.445886939191517
"32086013",8.783689453125,8.783689453125,178.711166381836,1287816.52253777,1288257.87827155,0,1287816.52253777,0,3728269.30451005,0.592086329284579,0.345419393652682
"32086014",33.44729296875,6.21100634765625,192.643508911133,4903859.22102392,910935.877465032,-27.2362866210937,910623.79183419,-3993235.42918973,8629349.54813625,0.67484808131751,0.568276808543819
"32086015",12.234263671875,12.234263671875,184.060134887695,1793720.84837526,1794335.58577564,0,1793720.84837526,0,4481689.66016614,0.605432731553445,0.40023316748549
"32090001",20.674349609375,9.9376103515625,202.843612670898,3031160.10211438,1457497.43258952,-10.7367392578125,1456998.09557036,-1574162.00654402,6633335.66201142,0.595597911514452,0.456958648945445
"32090002",1.75673791503906,2.777646484375,177.313217163086,257563.30808701,407382.909612805,1.02090856933594,407243.340675533,149680.032588523,2846694.30188738,0.413533715882479,0.090478035494097
"32090003",4.96880517578125,6.68945849609375,170.439636230469,728499.047785178,981107.956394948,1.7206533203125,980771.829886958,252272.78210178,3428825.3430942,0.480671847476442,0.212463154255555
"32090004",0,0,1.77699995040894,0,0,0,0,0,2704080.85376914,0.340093663720187,0
"32090005",4.4788203125,2.48440258789062,168.06591796875,656660.146137476,364374.358147379,-1.99441772460938,364249.523892589,-292410.622244887,3405514.33908026,0.462867207047835,0.192822604973915
"32094001",118.5244921875,3.51347583007813,102.493118286133,17377413.0083978,515303.158469986,-115.011016357422,515126.61617402,-16862286.3922238,25906595.4127398,0.706270101549276,0.67077177574064
"32094002",245.09484375,27.1300859375,94.234375,35934465.9273863,3979028.07626402,-217.9647578125,3977664.86561656,-31956801.0617697,39663029.796498,0.929180319330879,0.905993972516921
